Filled container:
Container contains 10000 elements.
0: It is TRIANGLE. Coordinates of vertices: (-90, -29), (7, -67), (22, 76). Perimeter =  401.484279; Color: GREEN
8303: It is TRIANGLE. Coordinates of vertices: (57, 16), (-48, -71), (-29, -24). Perimeter =  281.902231; Color: RED
8304: It is CIRCLE. Center coordinates: (-44, 49), radius: 80. Perimeter = 502.654824; Color: GREEN
8305: It is TRIANGLE. Coordinates of vertices: (99, 69), (-51, -8), (-89, 20). Perimeter =  410.091435; Color: CYAN
8306: It is CIRCLE. Center coordinates: (44, -14), radius: 12. Perimeter = 75.398224; Color: YELLOW
8307: It is TRIANGLE. Coordinates of vertices: (-89, -71), (-83, 6), (-26, -7). Perimeter =  225.502421; Color: ORANGE
8308: It is CIRCLE. Center coordinates: (38, 24), radius: 6. Perimeter = 37.699112; Color: ORANGE
8309: It is CIRCLE. Center coordinates: (72, 8), radius: 4. Perimeter = 25.132741; Color: GREEN
8310: It is TRIANGLE. Coordinates of vertices: (46, 71), (-63, -7), (46, 44). Perimeter =  281.374760; Color: BLUE
8311: It is CIRCLE. Center coordinates: (-51, 93), radius: 70. Perimeter = 439.822971; Color: CYAN
8312: It is RECTANGLE. Coordinates of angles: (93, -18), (184, 3). Perimeter = 224.000000; Color: RED
8313: It is TRIANGLE. Coordinates of vertices: (-99, 7), (-14, -71), (-54, -81). Perimeter =  255.433947; Color: BLUE
8314: It is RECTANGLE. Coordinates of angles: (37, -4), (112, 64). Perimeter = 286.000000; Color: BLUE
8315: It is RECTANGLE. Coordinates of angles: (92, -61), (186, -12). Perimeter = 286.000000; Color: PURPLE
8316: It is TRIANGLE. Coordinates of vertices: (45, 57), (33, 73), (98, 4). Perimeter =  189.747833; Color: YELLOW
8317: It is TRIANGLE. Coordinates of vertices: (-73, 14), (-95, 11), (-28, -25). Perimeter =  157.811091; Color: CYAN
8318: It is TRIANGLE. Coordinates of vertices: (-65, 58), (-51, -56), (23, -96). Perimeter =  376.345066; Color: RED
8319: It is TRIANGLE. Coordinates of vertices: (90, 82), (-86, -58), (-85, -5). Perimeter =  473.333371; Color: GREEN
8320: It is RECTANGLE. Coordinates of angles: (-96, -99), (-20, -82). Perimeter = 186.000000; Color: ORANGE
8321: It is RECTANGLE. Coordinates of angles: (-100, -55), (-67, 37). Perimeter = 250.000000; Color: BLUE
8322: It is RECTANGLE. Coordinates of angles: (-27, -90), (17, -76). Perimeter = 116.000000; Color: YELLOW
8323: It is RECTANGLE. Coordinates of angles: (-91, -7), (-71, 57). Perimeter = 168.000000; Color: YELLOW
8324: It is TRIANGLE. Coordinates of vertices: (72, -45), (56, -4), (56, -36). Perimeter =  94.368922; Color: ORANGE
8325: It is RECTANGLE. Coordinates of angles: (91, 72), (133, 104). Perimeter = 148.000000; Color: RED
8326: It is CIRCLE. Center coordinates: (37, 86), radius: 21. Perimeter = 131.946891; Color: RED
8327: It is TRIANGLE. Coordinates of vertices: (-88, 91), (18, 14), (57, -57). Perimeter =  419.214585; Color: YELLOW
8328: It is CIRCLE. Center coordinates: (63, 94), radius: 24. Perimeter = 150.796447; Color: GREEN
8329: It is CIRCLE. Center coordinates: (-35, 82), radius: 11. Perimeter = 69.115038; Color: YELLOW
8330: It is TRIANGLE. Coordinates of vertices: (-66, -18), (-22, 26), (63, -81). Perimeter =  342.440075; Color: PURPLE
8331: It is TRIANGLE. Coordinates of vertices: (-10, 90), (7, 14), (80, 55). Perimeter =  258.169892; Color: BLUE
8332: It is RECTANGLE. Coordinates of angles: (20, -12), (77, 78). Perimeter = 294.000000; Color: YELLOW
8333: It is CIRCLE. Center coordinates: (88, 17), radius: 48. Perimeter = 301.592895; Color: PURPLE
8334: It is RECTANGLE. Coordinates of angles: (32, 37), (71, 40). Perimeter = 84.000000; Color: RED
8335: It is TRIANGLE. Coordinates of vertices: (-4, 19), (-14, 95), (19, -12). Perimeter =  227.228801; Color: YELLOW
8336: It is CIRCLE. Center coordinates: (51, 21), radius: 73. Perimeter = 458.672527; Color: GREEN
8337: It is CIRCLE. Center coordinates: (-61, -8), radius: 89. Perimeter = 559.203492; Color: PURPLE
8338: It is CIRCLE. Center coordinates: (-39, -34), radius: 17. Perimeter = 106.814150; Color: ORANGE
8339: It is CIRCLE. Center coordinates: (54, 42), radius: 41. Perimeter = 257.610598; Color: PURPLE
8340: It is TRIANGLE. Coordinates of vertices: (17, -52), (-79, -41), (-21, 7). Perimeter =  242.092618; Color: PURPLE
8341: It is CIRCLE. Center coordinates: (-42, -100), radius: 72. Perimeter = 452.389342; Color: CYAN
8342: It is CIRCLE. Center coordinates: (-51, 41), radius: 31. Perimeter = 194.778744; Color: GREEN
8343: It is RECTANGLE. Coordinates of angles: (11, 68), (41, 124). Perimeter = 172.000000; Color: GREEN
8344: It is CIRCLE. Center coordinates: (21, -98), radius: 85. Perimeter = 534.070751; Color: YELLOW
8345: It is CIRCLE. Center coordinates: (-87, -61), radius: 10. Perimeter = 62.831853; Color: PURPLE
8346: It is CIRCLE. Center coordinates: (9, 76), radius: 65. Perimeter = 408.407045; Color: YELLOW
8347: It is CIRCLE. Center coordinates: (62, 47), radius: 35. Perimeter = 219.911486; Color: YELLOW
8348: It is CIRCLE. Center coordinates: (22, -41), radius: 85. Perimeter = 534.070751; Color: RED
8349: It is RECTANGLE. Coordinates of angles: (-38, 88), (-37, 116). Perimeter = 58.000000; Color: YELLOW
8350: It is RECTANGLE. Coordinates of angles: (-64, -71), (-51, -34). Perimeter = 100.000000; Color: GREEN
8351: It is RECTANGLE. Coordinates of angles: (7, -98), (95, -24). Perimeter = 324.000000; Color: PURPLE
8352: It is RECTANGLE. Coordinates of angles: (14, 77), (26, 117). Perimeter = 104.000000; Color: CYAN
8353: It is CIRCLE. Center coordinates: (-92, 35), radius: 69. Perimeter = 433.539786; Color: BLUE
8354: It is CIRCLE. Center coordinates: (-31, 1), radius: 55. Perimeter = 345.575192; Color: RED
8355: It is CIRCLE. Center coordinates: (84, -31), radius: 48. Perimeter = 301.592895; Color: BLUE
8356: It is TRIANGLE. Coordinates of vertices: (-40, -95), (29, -22), (-90, -5). Perimeter =  323.613446; Color: ORANGE
8357: It is TRIANGLE. Coordinates of vertices: (37, 54), (-71, -56), (-93, 45). Perimeter =  387.835205; Color: GREEN
8358: It is CIRCLE. Center coordinates: (40, 33), radius: 66. Perimeter = 414.690230; Color: BLUE
8359: It is CIRCLE. Center coordinates: (1, 82), radius: 20. Perimeter = 125.663706; Color: YELLOW
8360: It is CIRCLE. Center coordinates: (27, -60), radius: 4. Perimeter = 25.132741; Color: CYAN
8361: It is CIRCLE. Center coordinates: (0, 60), radius: 70. Perimeter = 439.822971; Color: CYAN
8362: It is TRIANGLE. Coordinates of vertices: (76, 30), (11, 97), (36, -96). Perimeter =  420.158067; Color: BLUE
8363: It is TRIANGLE. Coordinates of vertices: (-10, -94), (50, 64), (54, 88). Perimeter =  386.264781; Color: RED
8364: It is RECTANGLE. Coordinates of angles: (54, 2), (66, 90). Perimeter = 200.000000; Color: RED
8365: It is TRIANGLE. Coordinates of vertices: (74, -86), (-74, -63), (-59, -74). Perimeter =  301.917831; Color: CYAN
8366: It is TRIANGLE. Coordinates of vertices: (-17, -64), (-58, -100), (-25, -39). Perimeter =  150.164864; Color: GREEN
8367: It is TRIANGLE. Coordinates of vertices: (64, 17), (-58, -75), (32, -81). Perimeter =  346.092494; Color: BLUE
8368: It is CIRCLE. Center coordinates: (97, -63), radius: 31. Perimeter = 194.778744; Color: YELLOW
8369: It is TRIANGLE. Coordinates of vertices: (-100, 73), (-67, 38), (7, 3). Perimeter =  257.826898; Color: YELLOW
8370: It is RECTANGLE. Coordinates of angles: (74, 52), (83, 127). Perimeter = 168.000000; Color: CYAN
8371: It is TRIANGLE. Coordinates of vertices: (-98, -5), (38, -30), (-22, -53). Perimeter =  292.424820; Color: BLUE
8372: It is CIRCLE. Center coordinates: (-98, -32), radius: 6. Perimeter = 37.699112; Color: PURPLE
8373: It is TRIANGLE. Coordinates of vertices: (41, 4), (-3, 4), (-62, -7). Perimeter =  207.602378; Color: ORANGE
8374: It is RECTANGLE. Coordinates of angles: (42, -72), (116, -49). Perimeter = 194.000000; Color: ORANGE
8375: It is TRIANGLE. Coordinates of vertices: (-14, 78), (-32, 75), (-31, -37). Perimeter =  246.502483; Color: CYAN
8376: It is RECTANGLE. Coordinates of angles: (-25, -62), (-25, 21). Perimeter = 166.000000; Color: RED
8377: It is TRIANGLE. Coordinates of vertices: (57, -32), (5, 61), (-75, -84). Perimeter =  414.028592; Color: RED
8378: It is RECTANGLE. Coordinates of angles: (-30, 3), (-29, 46). Perimeter = 88.000000; Color: GREEN
8379: It is RECTANGLE. Coordinates of angles: (88, -12), (184, 84). Perimeter = 384.000000; Color: CYAN
8380: It is TRIANGLE. Coordinates of vertices: (-67, -83), (-57, 40), (-9, -28). Perimeter =  286.571663; Color: PURPLE
8381: It is TRIANGLE. Coordinates of vertices: (-9, -4), (47, 10), (59, 57). Perimeter =  197.582182; Color: PURPLE
8382: It is TRIANGLE. Coordinates of vertices: (52, -89), (-34, -8), (-36, -94). Perimeter =  292.304931; Color: PURPLE
8383: It is TRIANGLE. Coordinates of vertices: (-54, -27), (64, -13), (2, 41). Perimeter =  289.137688; Color: CYAN
8384: It is CIRCLE. Center coordinates: (-79, 33), radius: 11. Perimeter = 69.115038; Color: PURPLE
8385: It is RECTANGLE. Coordinates of angles: (-59, 73), (-24, 145). Perimeter = 214.000000; Color: RED
8386: It is CIRCLE. Center coordinates: (66, 2), radius: 92. Perimeter = 578.053048; Color: PURPLE
8387: It is RECTANGLE. Coordinates of angles: (-8, 14), (50, 26). Perimeter = 140.000000; Color: ORANGE
8388: It is TRIANGLE. Coordinates of vertices: (95, -98), (23, -65), (-72, 68). Perimeter =  478.114073; Color: RED
8389: It is TRIANGLE. Coordinates of vertices: (-15, -42), (70, -17), (37, -78). Perimeter =  221.199942; Color: BLUE
8390: It is RECTANGLE. Coordinates of angles: (63, 53), (110, 102). Perimeter = 192.000000; Color: CYAN
8391: It is RECTANGLE. Coordinates of angles: (-56, 35), (2, 57). Perimeter = 160.000000; Color: CYAN
8392: It is RECTANGLE. Coordinates of angles: (82, 15), (127, 77). Perimeter = 214.000000; Color: YELLOW
8393: It is TRIANGLE. Coordinates of vertices: (-22, 81), (-100, 27), (35, -48). Perimeter =  390.334693; Color: GREEN
8394: It is TRIANGLE. Coordinates of vertices: (-69, 33), (69, -54), (8, -73). Perimeter =  358.040711; Color: PURPLE
8395: It is TRIANGLE. Coordinates of vertices: (32, 80), (14, -18), (1, 12). Perimeter =  207.067773; Color: RED
8396: It is RECTANGLE. Coordinates of angles: (-28, 47), (38, 55). Perimeter = 148.000000; Color: BLUE
8397: It is RECTANGLE. Coordinates of angles: (-33, -30), (-30, 54). Perimeter = 174.000000; Color: BLUE
8398: It is TRIANGLE. Coordinates of vertices: (31, -58), (-4, -32), (88, -19). Perimeter =  205.579584; Color: RED
8399: It is CIRCLE. Center coordinates: (-57, -54), radius: 67. Perimeter = 420.973416; Color: CYAN
8400: It is CIRCLE. Center coordinates: (-12, 24), radius: 85. Perimeter = 534.070751; Color: RED
8401: It is TRIANGLE. Coordinates of vertices: (47, -32), (12, -17), (-38, -61). Perimeter =  194.493081; Color: ORANGE
8402: It is RECTANGLE. Coordinates of angles: (-78, -7), (-3, 62). Perimeter = 288.000000; Color: GREEN
8403: It is RECTANGLE. Coordinates of angles: (46, 18), (57, 99). Perimeter = 184.000000; Color: YELLOW
8404: It is RECTANGLE. Coordinates of angles: (81, 73), (151, 90). Perimeter = 174.000000; Color: PURPLE
8405: It is CIRCLE. Center coordinates: (17, 51), radius: 41. Perimeter = 257.610598; Color: GREEN
8406: It is RECTANGLE. Coordinates of angles: (-65, 19), (-35, 87). Perimeter = 196.000000; Color: CYAN
8407: It is CIRCLE. Center coordinates: (-64, 73), radius: 96. Perimeter = 603.185789; Color: YELLOW
8408: It is RECTANGLE. Coordinates of angles: (48, -73), (96, -29). Perimeter = 184.000000; Color: PURPLE
8409: It is RECTANGLE. Coordinates of angles: (46, 8), (100, 35). Perimeter = 162.000000; Color: RED
8410: It is TRIANGLE. Coordinates of vertices: (89, -14), (29, 28), (38, 67). Perimeter =  208.982663; Color: ORANGE
8411: It is RECTANGLE. Coordinates of angles: (-22, -48), (40, 7). Perimeter = 234.000000; Color: CYAN
8412: It is RECTANGLE. Coordinates of angles: (-73, 72), (5, 79). Perimeter = 170.000000; Color: GREEN
8413: It is CIRCLE. Center coordinates: (27, -32), radius: 7. Perimeter = 43.982297; Color: BLUE
8414: It is RECTANGLE. Coordinates of angles: (16, 8), (52, 55). Perimeter = 166.000000; Color: CYAN
8415: It is CIRCLE. Center coordinates: (99, -74), radius: 27. Perimeter = 169.646003; Color: CYAN
8416: It is CIRCLE. Center coordinates: (42, -11), radius: 46. Perimeter = 289.026524; Color: YELLOW
8417: It is TRIANGLE. Coordinates of vertices: (-51, -23), (-76, -88), (-4, 30). Perimeter =  278.711474; Color: BLUE
8418: It is RECTANGLE. Coordinates of angles: (-16, -54), (22, 15). Perimeter = 214.000000; Color: RED
8419: It is RECTANGLE. Coordinates of angles: (19, 63), (104, 157). Perimeter = 358.000000; Color: ORANGE
8420: It is CIRCLE. Center coordinates: (9, 39), radius: 81. Perimeter = 508.938010; Color: BLUE
8421: It is RECTANGLE. Coordinates of angles: (-75, 2), (-54, 91). Perimeter = 220.000000; Color: BLUE
8422: It is TRIANGLE. Coordinates of vertices: (61, 36), (92, 61), (83, 90). Perimeter =  128.498587; Color: RED
8423: It is RECTANGLE. Coordinates of angles: (-93, -11), (-38, 20). Perimeter = 172.000000; Color: ORANGE
8424: It is RECTANGLE. Coordinates of angles: (-66, -28), (-12, -24). Perimeter = 116.000000; Color: GREEN
8425: It is TRIANGLE. Coordinates of vertices: (-22, -52), (96, -42), (-82, -77). Perimeter =  364.831350; Color: RED
8426: It is TRIANGLE. Coordinates of vertices: (11, -41), (81, -51), (93, 62). Perimeter =  316.000912; Color: YELLOW
8427: It is TRIANGLE. Coordinates of vertices: (57, -73), (-71, -53), (54, -9). Perimeter =  326.141275; Color: PURPLE
8428: It is RECTANGLE. Coordinates of angles: (98, 27), (167, 51). Perimeter = 186.000000; Color: YELLOW
8429: It is CIRCLE. Center coordinates: (52, -65), radius: 55. Perimeter = 345.575192; Color: CYAN
8430: It is TRIANGLE. Coordinates of vertices: (-15, 1), (-85, 19), (-20, 71). Perimeter =  225.696203; Color: PURPLE
8431: It is TRIANGLE. Coordinates of vertices: (95, -28), (75, -68), (-88, -31). Perimeter =  394.892590; Color: BLUE
8432: It is TRIANGLE. Coordinates of vertices: (15, 61), (30, -95), (81, 6). Perimeter =  355.778165; Color: YELLOW
8433: It is TRIANGLE. Coordinates of vertices: (-47, -13), (28, 76), (5, -19). Perimeter =  266.476859; Color: BLUE
8434: It is RECTANGLE. Coordinates of angles: (-94, -6), (-39, 61). Perimeter = 244.000000; Color: YELLOW
8435: It is CIRCLE. Center coordinates: (-64, -89), radius: 5. Perimeter = 31.415927; Color: ORANGE
8436: It is CIRCLE. Center coordinates: (89, 55), radius: 66. Perimeter = 414.690230; Color: YELLOW
8437: It is RECTANGLE. Coordinates of angles: (74, 15), (88, 58). Perimeter = 114.000000; Color: PURPLE
8438: It is CIRCLE. Center coordinates: (48, -44), radius: 74. Perimeter = 464.955713; Color: CYAN
8439: It is TRIANGLE. Coordinates of vertices: (81, 62), (-54, -43), (42, 17). Perimeter =  343.782387; Color: ORANGE
8440: It is RECTANGLE. Coordinates of angles: (-32, 97), (-16, 125). Perimeter = 88.000000; Color: BLUE
8441: It is CIRCLE. Center coordinates: (64, 14), radius: 10. Perimeter = 62.831853; Color: RED
8442: It is CIRCLE. Center coordinates: (-65, 12), radius: 8. Perimeter = 50.265482; Color: ORANGE
8443: It is RECTANGLE. Coordinates of angles: (38, -31), (97, -28). Perimeter = 124.000000; Color: PURPLE
8444: It is RECTANGLE. Coordinates of angles: (-17, -85), (11, -19). Perimeter = 188.000000; Color: GREEN
8445: It is TRIANGLE. Coordinates of vertices: (0, 63), (-21, -13), (-10, 96). Perimeter =  222.883474; Color: BLUE
8446: It is CIRCLE. Center coordinates: (-49, 94), radius: 32. Perimeter = 201.061930; Color: GREEN
8447: It is RECTANGLE. Coordinates of angles: (-80, -77), (-32, 17). Perimeter = 284.000000; Color: BLUE
8448: It is TRIANGLE. Coordinates of vertices: (64, 46), (-26, 20), (53, -8). Perimeter =  232.604563; Color: ORANGE
8449: It is RECTANGLE. Coordinates of angles: (-83, -44), (-64, 29). Perimeter = 184.000000; Color: RED
8450: It is RECTANGLE. Coordinates of angles: (67, 11), (148, 26). Perimeter = 192.000000; Color: ORANGE
8451: It is RECTANGLE. Coordinates of angles: (32, 83), (121, 118). Perimeter = 248.000000; Color: GREEN
8452: It is CIRCLE. Center coordinates: (-1, -4), radius: 36. Perimeter = 226.194671; Color: RED
8453: It is TRIANGLE. Coordinates of vertices: (-52, -38), (-24, -7), (62, 35). Perimeter =  272.850950; Color: RED
8454: It is CIRCLE. Center coordinates: (8, -90), radius: 30. Perimeter = 188.495559; Color: BLUE
8455: It is CIRCLE. Center coordinates: (0, -72), radius: 66. Perimeter = 414.690230; Color: CYAN
8456: It is TRIANGLE. Coordinates of vertices: (-95, 34), (-88, 1), (-88, 60). Perimeter =  119.660080; Color: PURPLE
8457: It is RECTANGLE. Coordinates of angles: (-14, -89), (30, -52). Perimeter = 162.000000; Color: RED
8458: It is TRIANGLE. Coordinates of vertices: (11, -63), (-44, 91), (-94, 0). Perimeter =  389.808340; Color: PURPLE
8459: It is RECTANGLE. Coordinates of angles: (9, -75), (82, -54). Perimeter = 188.000000; Color: BLUE
8460: It is RECTANGLE. Coordinates of angles: (12, 7), (26, 28). Perimeter = 70.000000; Color: CYAN
8461: It is CIRCLE. Center coordinates: (-72, 91), radius: 42. Perimeter = 263.893783; Color: PURPLE
8462: It is RECTANGLE. Coordinates of angles: (4, 17), (32, 30). Perimeter = 82.000000; Color: GREEN
8463: It is TRIANGLE. Coordinates of vertices: (-58, -38), (44, -96), (-63, 43). Perimeter =  373.905092; Color: BLUE
8464: It is RECTANGLE. Coordinates of angles: (-39, -59), (-36, -28). Perimeter = 68.000000; Color: CYAN
8465: It is TRIANGLE. Coordinates of vertices: (26, 1), (14, -82), (-47, -10). Perimeter =  252.053406; Color: GREEN
8466: It is TRIANGLE. Coordinates of vertices: (-17, 78), (-76, -99), (28, 63). Perimeter =  426.518287; Color: PURPLE
8467: It is TRIANGLE. Coordinates of vertices: (85, -51), (-89, 45), (3, 32). Perimeter =  408.314642; Color: GREEN
8468: It is RECTANGLE. Coordinates of angles: (-37, -56), (51, -23). Perimeter = 242.000000; Color: YELLOW
8469: It is TRIANGLE. Coordinates of vertices: (-28, 4), (43, -77), (79, 37). Perimeter =  339.234945; Color: RED
8470: It is CIRCLE. Center coordinates: (-44, 62), radius: 25. Perimeter = 157.079633; Color: BLUE
8471: It is TRIANGLE. Coordinates of vertices: (4, 0), (-10, 71), (-66, 5). Perimeter =  229.101804; Color: RED
8472: It is TRIANGLE. Coordinates of vertices: (28, 2), (40, -99), (64, 33). Perimeter =  283.382346; Color: BLUE
8473: It is CIRCLE. Center coordinates: (-89, -60), radius: 33. Perimeter = 207.345115; Color: RED
8474: It is TRIANGLE. Coordinates of vertices: (-4, -27), (-17, -6), (14, 56). Perimeter =  178.945668; Color: CYAN
8475: It is CIRCLE. Center coordinates: (-27, 13), radius: 89. Perimeter = 559.203492; Color: BLUE
8476: It is CIRCLE. Center coordinates: (19, -60), radius: 28. Perimeter = 175.929189; Color: GREEN
8477: It is TRIANGLE. Coordinates of vertices: (33, 39), (85, 65), (-46, -25). Perimeter =  318.745900; Color: YELLOW
8478: It is CIRCLE. Center coordinates: (-100, 36), radius: 23. Perimeter = 144.513262; Color: BLUE
8479: It is RECTANGLE. Coordinates of angles: (48, 92), (128, 113). Perimeter = 202.000000; Color: GREEN
8480: It is CIRCLE. Center coordinates: (82, 88), radius: 68. Perimeter = 427.256601; Color: BLUE
8481: It is CIRCLE. Center coordinates: (-22, -80), radius: 55. Perimeter = 345.575192; Color: RED
8482: It is RECTANGLE. Coordinates of angles: (77, -24), (162, 13). Perimeter = 244.000000; Color: PURPLE
8483: It is RECTANGLE. Coordinates of angles: (-10, 29), (30, 107). Perimeter = 236.000000; Color: BLUE
8484: It is RECTANGLE. Coordinates of angles: (-36, 80), (-14, 126). Perimeter = 136.000000; Color: ORANGE
8485: It is RECTANGLE. Coordinates of angles: (43, 73), (47, 79). Perimeter = 20.000000; Color: YELLOW
8486: It is RECTANGLE. Coordinates of angles: (-2, -53), (20, -14). Perimeter = 122.000000; Color: RED
8487: It is CIRCLE. Center coordinates: (-98, -62), radius: 74. Perimeter = 464.955713; Color: BLUE
8488: It is RECTANGLE. Coordinates of angles: (92, -40), (159, 47). Perimeter = 308.000000; Color: YELLOW
8489: It is TRIANGLE. Coordinates of vertices: (46, -15), (-88, 1), (56, 61). Perimeter =  367.606915; Color: CYAN
8490: It is CIRCLE. Center coordinates: (21, 75), radius: 88. Perimeter = 552.920307; Color: RED
8491: It is TRIANGLE. Coordinates of vertices: (-50, -31), (-61, 62), (16, 60). Perimeter =  283.088660; Color: ORANGE
8492: It is CIRCLE. Center coordinates: (-46, 83), radius: 91. Perimeter = 571.769863; Color: PURPLE
8493: It is TRIANGLE. Coordinates of vertices: (-48, 94), (-48, 71), (73, -86). Perimeter =  438.106425; Color: BLUE
8494: It is TRIANGLE. Coordinates of vertices: (69, -34), (-64, 55), (33, -69). Perimeter =  367.673333; Color: PURPLE
8495: It is RECTANGLE. Coordinates of angles: (61, 46), (99, 135). Perimeter = 254.000000; Color: ORANGE
8496: It is CIRCLE. Center coordinates: (79, -63), radius: 10. Perimeter = 62.831853; Color: CYAN
8497: It is RECTANGLE. Coordinates of angles: (-58, -83), (-10, -66). Perimeter = 130.000000; Color: RED
8498: It is CIRCLE. Center coordinates: (-11, -42), radius: 73. Perimeter = 458.672527; Color: ORANGE
8499: It is CIRCLE. Center coordinates: (-2, -39), radius: 42. Perimeter = 263.893783; Color: GREEN
8500: It is CIRCLE. Center coordinates: (-17, 9), radius: 73. Perimeter = 458.672527; Color: PURPLE
8501: It is CIRCLE. Center coordinates: (97, -96), radius: 61. Perimeter = 383.274304; Color: CYAN
8502: It is TRIANGLE. Coordinates of vertices: (-14, -40), (-26, -82), (-32, -80). Perimeter =  93.868639; Color: PURPLE
8503: It is TRIANGLE. Coordinates of vertices: (-15, 52), (51, 5), (-71, 0). Perimeter =  279.546996; Color: BLUE
8504: It is RECTANGLE. Coordinates of angles: (-3, -41), (91, 26). Perimeter = 322.000000; Color: RED
8505: It is RECTANGLE. Coordinates of angles: (-14, -56), (21, 8). Perimeter = 198.000000; Color: ORANGE
8506: It is TRIANGLE. Coordinates of vertices: (-80, -12), (38, -36), (-19, 67). Perimeter =  337.945772; Color: ORANGE
8507: It is CIRCLE. Center coordinates: (-17, 71), radius: 21. Perimeter = 131.946891; Color: RED
8508: It is CIRCLE. Center coordinates: (-18, -36), radius: 13. Perimeter = 81.681409; Color: CYAN
8509: It is TRIANGLE. Coordinates of vertices: (78, -85), (-44, -93), (62, -11). Perimeter =  331.986911; Color: PURPLE
8510: It is TRIANGLE. Coordinates of vertices: (-32, -67), (61, 33), (-84, 34). Perimeter =  395.164966; Color: GREEN
8511: It is CIRCLE. Center coordinates: (-47, 26), radius: 1. Perimeter = 6.283185; Color: RED
8512: It is TRIANGLE. Coordinates of vertices: (45, -48), (73, -43), (-97, -80). Perimeter =  347.983793; Color: CYAN
8513: It is RECTANGLE. Coordinates of angles: (3, 96), (78, 175). Perimeter = 308.000000; Color: BLUE
8514: It is RECTANGLE. Coordinates of angles: (42, -58), (140, 21). Perimeter = 354.000000; Color: BLUE
8515: It is CIRCLE. Center coordinates: (7, 76), radius: 59. Perimeter = 370.707933; Color: ORANGE
8516: It is RECTANGLE. Coordinates of angles: (54, -26), (124, 61). Perimeter = 314.000000; Color: PURPLE
8517: It is TRIANGLE. Coordinates of vertices: (-34, 13), (-25, -62), (61, -76). Perimeter =  292.846956; Color: GREEN
8518: It is CIRCLE. Center coordinates: (-28, 75), radius: 84. Perimeter = 527.787566; Color: BLUE
8519: It is RECTANGLE. Coordinates of angles: (6, -37), (67, 46). Perimeter = 288.000000; Color: YELLOW
8520: It is RECTANGLE. Coordinates of angles: (-15, 38), (79, 92). Perimeter = 296.000000; Color: PURPLE
8521: It is TRIANGLE. Coordinates of vertices: (5, -51), (-84, 35), (-48, -72). Perimeter =  293.664395; Color: YELLOW
8522: It is CIRCLE. Center coordinates: (52, 37), radius: 77. Perimeter = 483.805269; Color: ORANGE
8523: It is CIRCLE. Center coordinates: (-97, 45), radius: 82. Perimeter = 515.221195; Color: CYAN
8524: It is CIRCLE. Center coordinates: (97, 26), radius: 69. Perimeter = 433.539786; Color: ORANGE
8525: It is RECTANGLE. Coordinates of angles: (-73, -61), (-72, -52). Perimeter = 20.000000; Color: PURPLE
8526: It is CIRCLE. Center coordinates: (-79, -95), radius: 91. Perimeter = 571.769863; Color: ORANGE
8527: It is RECTANGLE. Coordinates of angles: (-37, 20), (33, 71). Perimeter = 242.000000; Color: BLUE
8528: It is TRIANGLE. Coordinates of vertices: (-68, -46), (95, 80), (-27, -67). Perimeter =  443.118426; Color: CYAN
8529: It is RECTANGLE. Coordinates of angles: (-21, 45), (-18, 88). Perimeter = 92.000000; Color: YELLOW
8530: It is RECTANGLE. Coordinates of angles: (67, 69), (141, 98). Perimeter = 206.000000; Color: BLUE
8531: It is RECTANGLE. Coordinates of angles: (-3, 15), (33, 110). Perimeter = 262.000000; Color: RED
8532: It is RECTANGLE. Coordinates of angles: (-37, 13), (19, 41). Perimeter = 168.000000; Color: ORANGE
8533: It is RECTANGLE. Coordinates of angles: (68, -25), (164, 65). Perimeter = 372.000000; Color: GREEN
8534: It is CIRCLE. Center coordinates: (-36, -19), radius: 22. Perimeter = 138.230077; Color: RED
8535: It is TRIANGLE. Coordinates of vertices: (-10, -84), (40, -45), (39, -91). Perimeter =  158.919698; Color: YELLOW
8536: It is CIRCLE. Center coordinates: (-37, -92), radius: 26. Perimeter = 163.362818; Color: CYAN
8537: It is TRIANGLE. Coordinates of vertices: (80, -72), (3, 82), (68, 47). Perimeter =  365.604861; Color: ORANGE
8538: It is TRIANGLE. Coordinates of vertices: (84, -54), (-4, -96), (-42, -44). Perimeter =  288.310145; Color: ORANGE
8539: It is CIRCLE. Center coordinates: (-20, 11), radius: 74. Perimeter = 464.955713; Color: CYAN
8540: It is TRIANGLE. Coordinates of vertices: (-5, 40), (94, -38), (-7, 50). Perimeter =  270.192697; Color: ORANGE
8541: It is RECTANGLE. Coordinates of angles: (-43, -60), (-9, -46). Perimeter = 96.000000; Color: GREEN
8542: It is CIRCLE. Center coordinates: (-24, 67), radius: 44. Perimeter = 276.460153; Color: YELLOW
8543: It is CIRCLE. Center coordinates: (85, -51), radius: 79. Perimeter = 496.371639; Color: RED
8544: It is TRIANGLE. Coordinates of vertices: (-74, 27), (90, -52), (-80, -81). Perimeter =  462.658040; Color: CYAN
8545: It is TRIANGLE. Coordinates of vertices: (-84, 32), (-56, -41), (17, -43). Perimeter =  277.014499; Color: BLUE
8546: It is TRIANGLE. Coordinates of vertices: (28, 26), (16, -93), (74, 63). Perimeter =  345.070570; Color: PURPLE
8547: It is CIRCLE. Center coordinates: (-61, -93), radius: 15. Perimeter = 94.247780; Color: GREEN
8548: It is RECTANGLE. Coordinates of angles: (69, -58), (91, 18). Perimeter = 196.000000; Color: PURPLE
